dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,sum_sines
0.71435546875,0.33935546875,0.71923828125,0.50830078125,0.38330078125,0.60400390625,0.84912109375,0.65185546875,0.26904296875,0.33740234375,5.029650126200199
0.21435546875,0.83935546875,0.21923828125,0.00830078125,0.88330078125,0.10400390625,0.34912109375,0.15185546875,0.76904296875,0.83740234375,3.9910708155840604
0.15185546875,0.15185546875,0.65673828125,0.32080078125,0.32080078125,0.16650390625,0.53662109375,0.46435546875,0.58154296875,0.39990234375,3.607194553460506
0.65185546875,0.65185546875,0.15673828125,0.82080078125,0.82080078125,0.66650390625,0.03662109375,0.96435546875,0.08154296875,0.89990234375,5.174061425993527
0.90185546875,0.40185546875,0.90673828125,0.07080078125,0.57080078125,0.91650390625,0.78662109375,0.71435546875,0.33154296875,0.64990234375,5.661342354138352
0.40185546875,0.90185546875,0.40673828125,0.57080078125,0.07080078125,0.41650390625,0.28662109375,0.21435546875,0.83154296875,0.14990234375,3.9705787057195883
0.27685546875,0.27685546875,0.03173828125,0.69580078125,0.19580078125,0.04150390625,0.91162109375,0.58935546875,0.45654296875,0.77490234375,3.9422588005767656
0.77685546875,0.77685546875,0.53173828125,0.19580078125,0.69580078125,0.54150390625,0.41162109375,0.08935546875,0.95654296875,0.27490234375,4.838080067508963
0.52685546875,0.02685546875,0.28173828125,0.94580078125,0.94580078125,0.79150390625,0.66162109375,0.33935546875,0.70654296875,0.02490234375,4.762422271654529
0.02685546875,0.52685546875,0.78173828125,0.44580078125,0.44580078125,0.29150390625,0.16162109375,0.83935546875,0.20654296875,0.52490234375,3.9952753936668643
0.01904296875,0.17529296875,0.27392578125,0.81298828125,0.03173828125,0.11181640625,0.09130859375,0.76904296875,0.37060546875,0.04833984375,2.5307427266852462
0.51904296875,0.67529296875,0.77392578125,0.31298828125,0.53173828125,0.61181640625,0.59130859375,0.26904296875,0.87060546875,0.54833984375,5.318661707496239
0.76904296875,0.42529296875,0.02392578125,0.56298828125,0.78173828125,0.86181640625,0.34130859375,0.01904296875,0.62060546875,0.79833984375,4.780703811634103
0.26904296875,0.92529296875,0.52392578125,0.06298828125,0.28173828125,0.36181640625,0.84130859375,0.51904296875,0.12060546875,0.29833984375,3.9156476374844353
0.39404296875,0.30029296875,0.89892578125,0.18798828125,0.40673828125,0.23681640625,0.46630859375,0.14404296875,0.74560546875,0.67333984375,4.1746459303654255
0.89404296875,0.80029296875,0.39892578125,0.68798828125,0.90673828125,0.73681640625,0.96630859375,0.64404296875,0.24560546875,0.17333984375,5.818858024703192
0.64404296875,0.05029296875,0.64892578125,0.43798828125,0.65673828125,0.98681640625,0.21630859375,0.89404296875,0.49560546875,0.42333984375,5.004574257308415
0.14404296875,0.55029296875,0.14892578125,0.93798828125,0.15673828125,0.48681640625,0.71630859375,0.39404296875,0.99560546875,0.92333984375,4.922378697414574
0.20654296875,0.48779296875,0.71142578125,0.62548828125,0.59423828125,0.29931640625,0.40380859375,0.20654296875,0.68310546875,0.36083984375,4.349173249759718
0.70654296875,0.98779296875,0.21142578125,0.12548828125,0.09423828125,0.79931640625,0.90380859375,0.70654296875,0.18310546875,0.86083984375,5.005384145192059
0.95654296875,0.23779296875,0.96142578125,0.87548828125,0.34423828125,0.54931640625,0.15380859375,0.95654296875,0.43310546875,0.61083984375,5.463865248570238
0.45654296875,0.73779296875,0.46142578125,0.37548828125,0.84423828125,0.04931640625,0.65380859375,0.45654296875,0.93310546875,0.11083984375,4.685365433112478
0.33154296875,0.11279296875,0.08642578125,0.25048828125,0.96923828125,0.42431640625,0.02880859375,0.83154296875,0.30810546875,0.98583984375,3.913170747387495
0.83154296875,0.61279296875,0.58642578125,0.75048828125,0.46923828125,0.92431640625,0.52880859375,0.33154296875,0.80810546875,0.48583984375,5.819864102455461
0.58154296875,0.36279296875,0.33642578125,0.00048828125,0.21923828125,0.67431640625,0.27880859375,0.08154296875,0.55810546875,0.23583984375,3.196556865007559
0.08154296875,0.86279296875,0.83642578125,0.50048828125,0.71923828125,0.17431640625,0.77880859375,0.58154296875,0.05810546875,0.73583984375,4.876496505523892
0.11279296875,0.33154296875,0.24267578125,0.46923828125,0.25048828125,0.89306640625,0.62255859375,0.11279296875,0.15185546875,0.14208984375,3.1459936702398057
0.61279296875,0.83154296875,0.74267578125,0.96923828125,0.75048828125,0.39306640625,0.12255859375,0.61279296875,0.65185546875,0.64208984375,5.782800691229057
0.86279296875,0.08154296875,0.49267578125,0.21923828125,0.50048828125,0.14306640625,0.87255859375,0.86279296875,0.90185546875,0.89208984375,5.242521137523039
0.36279296875,0.58154296875,0.99267578125,0.71923828125,0.00048828125,0.64306640625,0.37255859375,0.36279296875,0.40185546875,0.39208984375,4.492777791759618
0.48779296875,0.20654296875,0.61767578125,0.59423828125,0.12548828125,0.76806640625,0.99755859375,0.98779296875,0.77685546875,0.51708984375,5.503035055095691
0.98779296875,0.70654296875,0.11767578125,0.09423828125,0.62548828125,0.26806640625,0.49755859375,0.48779296875,0.27685546875,0.01708984375,3.782265200050175
0.73779296875,0.45654296875,0.86767578125,0.84423828125,0.87548828125,0.01806640625,0.74755859375,0.23779296875,0.02685546875,0.26708984375,4.615906006553699
0.23779296875,0.95654296875,0.36767578125,0.34423828125,0.37548828125,0.51806640625,0.24755859375,0.73779296875,0.52685546875,0.76708984375,4.72617252766849
0.17529296875,0.01904296875,0.80517578125,0.03173828125,0.81298828125,0.70556640625,0.93505859375,0.92529296875,0.83935546875,0.45458984375,5.10767085532508
0.67529296875,0.51904296875,0.30517578125,0.53173828125,0.31298828125,0.20556640625,0.43505859375,0.42529296875,0.33935546875,0.95458984375,4.423700751693104
0.92529296875,0.26904296875,0.55517578125,0.28173828125,0.06298828125,0.45556640625,0.68505859375,0.17529296875,0.08935546875,0.70458984375,3.9167151831259934
0.42529296875,0.76904296875,0.05517578125,0.78173828125,0.56298828125,0.95556640625,0.18505859375,0.67529296875,0.58935546875,0.20458984375,4.786174924722901
0.30029296875,0.39404296875,0.43017578125,0.90673828125,0.68798828125,0.58056640625,0.56005859375,0.05029296875,0.21435546875,0.82958984375,4.59961480557751
0.80029296875,0.89404296875,0.93017578125,0.40673828125,0.18798828125,0.08056640625,0.06005859375,0.55029296875,0.71435546875,0.32958984375,4.523618408773012
0.55029296875,0.14404296875,0.18017578125,0.65673828125,0.43798828125,0.33056640625,0.81005859375,0.80029296875,0.96435546875,0.07958984375,4.5479943672938665
0.05029296875,0.64404296875,0.68017578125,0.15673828125,0.93798828125,0.83056640625,0.31005859375,0.30029296875,0.46435546875,0.57958984375,4.576857596918259
0.03466796875,0.40966796875,0.94580078125,0.35986328125,0.17236328125,0.93994140625,0.85693359375,0.40966796875,0.63623046875,0.00146484375,4.324888130579834
0.53466796875,0.90966796875,0.44580078125,0.85986328125,0.67236328125,0.43994140625,0.35693359375,0.90966796875,0.13623046875,0.50146484375,5.291734955879288
0.78466796875,0.15966796875,0.69580078125,0.10986328125,0.92236328125,0.18994140625,0.60693359375,0.65966796875,0.38623046875,0.75146484375,4.844670834759882
0.28466796875,0.65966796875,0.19580078125,0.60986328125,0.42236328125,0.68994140625,0.10693359375,0.15966796875,0.88623046875,0.25146484375,3.9966469407649883
0.40966796875,0.03466796875,0.32080078125,0.73486328125,0.29736328125,0.81494140625,0.73193359375,0.53466796875,0.26123046875,0.62646484375,4.461882449218984
0.90966796875,0.53466796875,0.82080078125,0.23486328125,0.79736328125,0.31494140625,0.23193359375,0.03466796875,0.76123046875,0.12646484375,4.368996177267271
0.65966796875,0.28466796875,0.07080078125,0.98486328125,0.54736328125,0.06494140625,0.98193359375,0.28466796875,0.51123046875,0.37646484375,4.35226238753741
0.15966796875,0.78466796875,0.57080078125,0.48486328125,0.04736328125,0.56494140625,0.48193359375,0.78466796875,0.01123046875,0.87646484375,4.404481572329811
0.22216796875,0.22216796875,0.00830078125,0.17236328125,0.73486328125,0.62744140625,0.66943359375,0.59716796875,0.32373046875,0.31396484375,3.6878448678920224
0.72216796875,0.72216796875,0.50830078125,0.67236328125,0.23486328125,0.12744140625,0.16943359375,0.09716796875,0.82373046875,0.81396484375,4.517703152398592
0.97216796875,0.47216796875,0.25830078125,0.42236328125,0.48486328125,0.37744140625,0.91943359375,0.34716796875,0.57373046875,0.56396484375,4.9937179702068395
0.47216796875,0.97216796875,0.75830078125,0.92236328125,0.98486328125,0.87744140625,0.41943359375,0.84716796875,0.07373046875,0.06396484375,5.6621864259139425
0.34716796875,0.34716796875,0.63330078125,0.79736328125,0.85986328125,0.50244140625,0.79443359375,0.47216796875,0.69873046875,0.93896484375,5.845595729097223
0.84716796875,0.84716796875,0.13330078125,0.29736328125,0.35986328125,0.00244140625,0.29443359375,0.97216796875,0.19873046875,0.43896484375,4.018045685108357
0.59716796875,0.09716796875,0.88330078125,0.54736328125,0.10986328125,0.25244140625,0.54443359375,0.72216796875,0.44873046875,0.18896484375,4.112615403778216
0.09716796875,0.59716796875,0.38330078125,0.04736328125,0.60986328125,0.75244140625,0.04443359375,0.22216796875,0.94873046875,0.68896484375,4.0500044438506295
0.06591796875,0.06591796875,0.53955078125,0.95361328125,0.39111328125,0.03369140625,0.32568359375,0.69091796875,0.85498046875,0.15771484375,3.7447273311527467
0.56591796875,0.56591796875,0.03955078125,0.45361328125,0.89111328125,0.53369140625,0.82568359375,0.19091796875,0.35498046875,0.65771484375,4.720279140171561
0.81591796875,0.31591796875,0.78955078125,0.70361328125,0.64111328125,0.78369140625,0.07568359375,0.44091796875,0.10498046875,0.90771484375,5.0953131479015505
0.31591796875,0.81591796875,0.28955078125,0.20361328125,0.14111328125,0.28369140625,0.57568359375,0.94091796875,0.60498046875,0.40771484375,4.2650879112127
0.44091796875,0.44091796875,0.16455078125,0.07861328125,0.01611328125,0.15869140625,0.20068359375,0.31591796875,0.22998046875,0.53271484375,2.515880706300151
0.94091796875,0.94091796875,0.66455078125,0.57861328125,0.51611328125,0.65869140625,0.70068359375,0.81591796875,0.72998046875,0.03271484375,5.958012716056666
0.69091796875,0.19091796875,0.41455078125,0.32861328125,0.76611328125,0.90869140625,0.45068359375,0.56591796875,0.97998046875,0.28271484375,5.115776475797018
0.19091796875,0.69091796875,0.91455078125,0.82861328125,0.26611328125,0.40869140625,0.95068359375,0.06591796875,0.47998046875,0.78271484375,5.06333279500448
0.12841796875,0.25341796875,0.47705078125,0.51611328125,0.95361328125,0.34619140625,0.13818359375,0.25341796875,0.16748046875,0.47021484375,3.4945086842834834
0.62841796875,0.75341796875,0.97705078125,0.01611328125,0.45361328125,0.84619140625,0.63818359375,0.75341796875,0.66748046875,0.97021484375,6.027832023149244
0.87841796875,0.00341796875,0.22705078125,0.76611328125,0.20361328125,0.59619140625,0.38818359375,0.50341796875,0.91748046875,0.72021484375,4.769845787213822
0.37841796875,0.50341796875,0.72705078125,0.26611328125,0.70361328125,0.09619140625,0.88818359375,0.00341796875,0.41748046875,0.22021484375,3.925788942097065
0.25341796875,0.12841796875,0.85205078125,0.39111328125,0.57861328125,0.47119140625,0.26318359375,0.62841796875,0.79248046875,0.84521484375,4.8216735218717615
0.75341796875,0.62841796875,0.35205078125,0.89111328125,0.07861328125,0.97119140625,0.76318359375,0.12841796875,0.29248046875,0.34521484375,4.744705757320664
0.50341796875,0.37841796875,0.60205078125,0.14111328125,0.32861328125,0.72119140625,0.01318359375,0.37841796875,0.04248046875,0.09521484375,3.062035904316948
0.00341796875,0.87841796875,0.10205078125,0.64111328125,0.82861328125,0.22119140625,0.51318359375,0.87841796875,0.54248046875,0.59521484375,4.767128357090429
0.00244140625,0.12548828125,0.52685546875,0.50537109375,0.98388671875,0.28466796875,0.62744140625,0.49462890625,0.82275390625,0.25634765625,4.276396945436146
0.50244140625,0.62548828125,0.02685546875,0.00537109375,0.48388671875,0.78466796875,0.12744140625,0.99462890625,0.32275390625,0.75634765625,4.24019911841768
0.75244140625,0.37548828125,0.77685546875,0.75537109375,0.23388671875,0.53466796875,0.87744140625,0.74462890625,0.07275390625,0.50634765625,5.182546080401242
0.25244140625,0.87548828125,0.27685546875,0.25537109375,0.73388671875,0.03466796875,0.37744140625,0.24462890625,0.57275390625,0.00634765625,3.4070193361639247
0.37744140625,0.25048828125,0.15185546875,0.38037109375,0.60888671875,0.40966796875,0.75244140625,0.61962890625,0.19775390625,0.88134765625,4.34143770864041
0.87744140625,0.75048828125,0.65185546875,0.88037109375,0.10888671875,0.90966796875,0.25244140625,0.11962890625,0.69775390625,0.38134765625,5.110493741510215
0.62744140625,0.00048828125,0.40185546875,0.13037109375,0.35888671875,0.65966796875,0.50244140625,0.36962890625,0.94775390625,0.13134765625,3.858692398623686
0.12744140625,0.50048828125,0.90185546875,0.63037109375,0.85888671875,0.15966796875,0.00244140625,0.86962890625,0.44775390625,0.63134765625,4.686686482933443
0.18994140625,0.43798828125,0.46435546875,0.94287109375,0.42138671875,0.09716796875,0.81494140625,0.55712890625,0.13525390625,0.06884765625,3.836128022991228
0.68994140625,0.93798828125,0.96435546875,0.44287109375,0.92138671875,0.59716796875,0.31494140625,0.05712890625,0.63525390625,0.56884765625,5.550724870045238
0.93994140625,0.18798828125,0.21435546875,0.69287109375,0.67138671875,0.84716796875,0.56494140625,0.30712890625,0.88525390625,0.81884765625,5.559478159036911
0.43994140625,0.68798828125,0.71435546875,0.19287109375,0.17138671875,0.34716796875,0.06494140625,0.80712890625,0.38525390625,0.31884765625,3.8949312698753316
0.31494140625,0.06298828125,0.83935546875,0.06787109375,0.04638671875,0.22216796875,0.68994140625,0.43212890625,0.76025390625,0.69384765625,3.8353564358651284
0.81494140625,0.56298828125,0.33935546875,0.56787109375,0.54638671875,0.72216796875,0.18994140625,0.93212890625,0.26025390625,0.19384765625,4.754389410629125
0.56494140625,0.31298828125,0.58935546875,0.31787109375,0.79638671875,0.97216796875,0.93994140625,0.68212890625,0.01025390625,0.44384765625,5.130224858186596
0.06494140625,0.81298828125,0.08935546875,0.81787109375,0.29638671875,0.47216796875,0.43994140625,0.18212890625,0.51025390625,0.94384765625,4.262283389394375
0.09619140625,0.34423828125,0.99560546875,0.16162109375,0.70263671875,0.69091796875,0.15869140625,0.65087890625,0.66650390625,0.41259765625,4.500151043507469
0.59619140625,0.84423828125,0.49560546875,0.66162109375,0.20263671875,0.19091796875,0.65869140625,0.15087890625,0.16650390625,0.91259765625,4.50915511322675
0.84619140625,0.09423828125,0.74560546875,0.41162109375,0.45263671875,0.44091796875,0.40869140625,0.40087890625,0.41650390625,0.66259765625,4.592849776426802
0.34619140625,0.59423828125,0.24560546875,0.91162109375,0.95263671875,0.94091796875,0.90869140625,0.90087890625,0.91650390625,0.16259765625,6.083816067878011
0.47119140625,0.21923828125,0.37060546875,0.78662109375,0.82763671875,0.56591796875,0.28369140625,0.27587890625,0.29150390625,0.78759765625,4.562457999526303
0.97119140625,0.71923828125,0.87060546875,0.28662109375,0.32763671875,0.06591796875,0.78369140625,0.77587890625,0.79150390625,0.28759765625,5.320782013749529
0.72119140625,0.46923828125,0.12060546875,0.53662109375,0.07763671875,0.31591796875,0.03369140625,0.52587890625,0.54150390625,0.03759765625,3.2209555811296595
0.22119140625,0.96923828125,0.62060546875,0.03662109375,0.57763671875,0.81591796875,0.53369140625,0.02587890625,0.04150390625,0.53759765625,4.024545152734032
0.15869140625,0.03173828125,0.05810546875,0.34912109375,0.14013671875,0.87841796875,0.34619140625,0.33837890625,0.35400390625,0.22509765625,2.74044615888806
0.65869140625,0.53173828125,0.55810546875,0.84912109375,0.64013671875,0.37841796875,0.84619140625,0.83837890625,0.85400390625,0.72509765625,6.275597898000866
0.90869140625,0.28173828125,0.30810546875,0.09912109375,0.89013671875,0.12841796875,0.09619140625,0.58837890625,0.60400390625,0.97509765625,4.4209171395839615
0.40869140625,0.78173828125,0.80810546875,0.59912109375,0.39013671875,0.62841796875,0.59619140625,0.08837890625,0.10400390625,0.47509765625,4.568000710358031
0.28369140625,0.40673828125,0.68310546875,0.72412109375,0.26513671875,0.75341796875,0.22119140625,0.71337890625,0.72900390625,0.60009765625,5.020010890976317
0.78369140625,0.90673828125,0.18310546875,0.22412109375,0.76513671875,0.25341796875,0.72119140625,0.21337890625,0.22900390625,0.10009765625,4.040061353277711
0.53369140625,0.15673828125,0.93310546875,0.97412109375,0.51513671875,0.00341796875,0.47119140625,0.46337890625,0.47900390625,0.35009765625,4.496371327714412
0.03369140625,0.65673828125,0.43310546875,0.47412109375,0.01513671875,0.50341796875,0.97119140625,0.96337890625,0.97900390625,0.85009765625,5.245998888963164
0.04931640625,0.39111328125,0.19873046875,0.05224609375,0.87451171875,0.64404296875,0.42431640625,0.82275390625,0.18212890625,0.30322265625,3.6722661773805303
0.54931640625,0.89111328125,0.69873046875,0.55224609375,0.37451171875,0.14404296875,0.92431640625,0.32275390625,0.68212890625,0.80322265625,5.442519974190609
0.79931640625,0.14111328125,0.44873046875,0.30224609375,0.12451171875,0.39404296875,0.17431640625,0.07275390625,0.93212890625,0.55322265625,3.67157471586447
0.29931640625,0.64111328125,0.94873046875,0.80224609375,0.62451171875,0.89404296875,0.67431640625,0.57275390625,0.43212890625,0.05322265625,5.427176438539076
0.42431640625,0.01611328125,0.57373046875,0.92724609375,0.74951171875,0.51904296875,0.04931640625,0.19775390625,0.80712890625,0.92822265625,4.71650539893283
0.92431640625,0.51611328125,0.07373046875,0.42724609375,0.24951171875,0.01904296875,0.54931640625,0.69775390625,0.30712890625,0.42822265625,3.927895166502717
0.67431640625,0.26611328125,0.82373046875,0.67724609375,0.49951171875,0.26904296875,0.29931640625,0.94775390625,0.05712890625,0.17822265625,4.333840474797128
0.17431640625,0.76611328125,0.32373046875,0.17724609375,0.99951171875,0.76904296875,0.79931640625,0.44775390625,0.55712890625,0.67822265625,5.203837567725005
0.23681640625,0.20361328125,0.76123046875,0.48974609375,0.31201171875,0.95654296875,0.11181640625,0.13525390625,0.86962890625,0.11572265625,3.8471904484719928
0.73681640625,0.70361328125,0.26123046875,0.98974609375,0.81201171875,0.45654296875,0.61181640625,0.63525390625,0.36962890625,0.61572265625,5.68614252977638
0.98681640625,0.45361328125,0.51123046875,0.23974609375,0.56201171875,0.20654296875,0.36181640625,0.88525390625,0.11962890625,0.86572265625,4.7461220468493455
0.48681640625,0.95361328125,0.01123046875,0.73974609375,0.06201171875,0.70654296875,0.86181640625,0.38525390625,0.61962890625,0.36572265625,4.753015492344383
0.36181640625,0.32861328125,0.38623046875,0.61474609375,0.18701171875,0.83154296875,0.48681640625,0.76025390625,0.24462890625,0.74072265625,4.628987839368831
0.86181640625,0.82861328125,0.88623046875,0.11474609375,0.68701171875,0.33154296875,0.98681640625,0.26025390625,0.74462890625,0.24072265625,5.3526456418869115
0.61181640625,0.07861328125,0.13623046875,0.86474609375,0.93701171875,0.08154296875,0.23681640625,0.01025390625,0.99462890625,0.49072265625,3.9915554097125625
0.11181640625,0.57861328125,0.63623046875,0.36474609375,0.43701171875,0.58154296875,0.73681640625,0.51025390625,0.49462890625,0.99072265625,5.053334320084212
0.08056640625,0.10986328125,0.29248046875,0.64599609375,0.59326171875,0.36279296875,0.89306640625,0.04150390625,0.33837890625,0.39697265625,3.533475849042128
0.58056640625,0.60986328125,0.79248046875,0.14599609375,0.09326171875,0.86279296875,0.39306640625,0.54150390625,0.83837890625,0.89697265625,5.255066106850902
0.83056640625,0.35986328125,0.04248046875,0.89599609375,0.34326171875,0.61279296875,0.64306640625,0.79150390625,0.58837890625,0.64697265625,5.294324075889674
0.33056640625,0.85986328125,0.54248046875,0.39599609375,0.84326171875,0.11279296875,0.14306640625,0.29150390625,0.08837890625,0.14697265625,3.508371550622442
0.45556640625,0.48486328125,0.91748046875,0.27099609375,0.96826171875,0.48779296875,0.51806640625,0.91650390625,0.71337890625,0.77197265625,5.9010241881445475
0.95556640625,0.98486328125,0.41748046875,0.77099609375,0.46826171875,0.98779296875,0.01806640625,0.41650390625,0.21337890625,0.27197265625,4.941321274510406
0.70556640625,0.23486328125,0.66748046875,0.02099609375,0.21826171875,0.73779296875,0.76806640625,0.16650390625,0.46337890625,0.02197265625,3.7397937416210447
0.20556640625,0.73486328125,0.16748046875,0.52099609375,0.71826171875,0.23779296875,0.26806640625,0.66650390625,0.96337890625,0.52197265625,4.635510545626256
0.14306640625,0.29736328125,0.72998046875,0.83349609375,0.03076171875,0.05029296875,0.58056640625,0.97900390625,0.65087890625,0.20947265625,4.116018796122809
0.64306640625,0.79736328125,0.22998046875,0.33349609375,0.53076171875,0.55029296875,0.08056640625,0.47900390625,0.15087890625,0.70947265625,4.242718709071585
0.89306640625,0.04736328125,0.97998046875,0.58349609375,0.78076171875,0.80029296875,0.83056640625,0.22900390625,0.40087890625,0.95947265625,5.803593812832872
0.39306640625,0.54736328125,0.47998046875,0.08349609375,0.28076171875,0.30029296875,0.33056640625,0.72900390625,0.90087890625,0.45947265625,4.2395633022741475
0.26806640625,0.17236328125,0.10498046875,0.20849609375,0.40576171875,0.17529296875,0.95556640625,0.10400390625,0.27587890625,0.58447265625,3.061880043083345
0.76806640625,0.67236328125,0.60498046875,0.70849609375,0.90576171875,0.67529296875,0.45556640625,0.60400390625,0.77587890625,0.08447265625,5.741671889936668
0.51806640625,0.42236328125,0.35498046875,0.45849609375,0.65576171875,0.92529296875,0.70556640625,0.85400390625,0.52587890625,0.33447265625,5.336477109297189
0.01806640625,0.92236328125,0.85498046875,0.95849609375,0.15576171875,0.42529296875,0.20556640625,0.35400390625,0.02587890625,0.83447265625,4.2732994439493
0.02587890625,0.27392578125,0.33154296875,0.34130859375,0.36669921875,0.22998046875,0.04150390625,0.28369140625,0.42431640625,0.37353515625,2.641106742354173
0.52587890625,0.77392578125,0.83154296875,0.84130859375,0.86669921875,0.72998046875,0.54150390625,0.78369140625,0.92431640625,0.87353515625,6.90059782832196
0.77587890625,0.02392578125,0.08154296875,0.09130859375,0.61669921875,0.97998046875,0.29150390625,0.53369140625,0.67431640625,0.62353515625,4.310113737618076
0.27587890625,0.52392578125,0.58154296875,0.59130859375,0.11669921875,0.47998046875,0.79150390625,0.03369140625,0.17431640625,0.12353515625,3.499386228348844
0.40087890625,0.14892578125,0.95654296875,0.71630859375,0.24169921875,0.10498046875,0.41650390625,0.65869140625,0.54931640625,0.99853515625,4.73598433911209
0.90087890625,0.64892578125,0.45654296875,0.21630859375,0.74169921875,0.60498046875,0.91650390625,0.15869140625,0.04931640625,0.49853515625,4.766905961421343
0.65087890625,0.39892578125,0.70654296875,0.96630859375,0.99169921875,0.85498046875,0.16650390625,0.40869140625,0.29931640625,0.24853515625,5.161827252987569
0.15087890625,0.89892578125,0.20654296875,0.46630859375,0.49169921875,0.35498046875,0.66650390625,0.90869140625,0.79931640625,0.74853515625,5.211719686550961
0.21337890625,0.08642578125,0.64404296875,0.15380859375,0.80419921875,0.41748046875,0.47900390625,0.72119140625,0.61181640625,0.06103515625,3.9339797834684096
0.71337890625,0.58642578125,0.14404296875,0.65380859375,0.30419921875,0.91748046875,0.97900390625,0.22119140625,0.11181640625,0.56103515625,4.746122076505882
0.96337890625,0.33642578125,0.89404296875,0.40380859375,0.05419921875,0.66748046875,0.22900390625,0.47119140625,0.36181640625,0.81103515625,4.756885374039711
0.46337890625,0.83642578125,0.39404296875,0.90380859375,0.55419921875,0.16748046875,0.72900390625,0.97119140625,0.86181640625,0.31103515625,5.608556823838323
0.33837890625,0.46142578125,0.01904296875,0.77880859375,0.67919921875,0.29248046875,0.10400390625,0.34619140625,0.48681640625,0.68603515625,3.959578721123666
0.83837890625,0.96142578125,0.51904296875,0.27880859375,0.17919921875,0.79248046875,0.60400390625,0.84619140625,0.98681640625,0.18603515625,5.56110974779016
0.58837890625,0.21142578125,0.26904296875,0.52880859375,0.42919921875,0.54248046875,0.35400390625,0.59619140625,0.73681640625,0.43603515625,4.470019772765167
0.08837890625,0.71142578125,0.76904296875,0.02880859375,0.92919921875,0.04248046875,0.85400390625,0.09619140625,0.23681640625,0.93603515625,4.19882181945183
0.11962890625,0.24267578125,0.17529296875,0.99755859375,0.08544921875,0.76123046875,0.51025390625,0.56494140625,0.08056640625,0.46728515625,3.7040573025154933
0.61962890625,0.74267578125,0.67529296875,0.49755859375,0.58544921875,0.26123046875,0.01025390625,0.06494140625,0.58056640625,0.96728515625,4.617240572685164
0.86962890625,0.49267578125,0.42529296875,0.74755859375,0.83544921875,0.01123046875,0.76025390625,0.31494140625,0.83056640625,0.71728515625,5.476861888557543
0.36962890625,0.99267578125,0.92529296875,0.24755859375,0.33544921875,0.51123046875,0.26025390625,0.81494140625,0.33056640625,0.21728515625,4.586209052231929
0.49462890625,0.36767578125,0.55029296875,0.12255859375,0.46044921875,0.88623046875,0.88525390625,0.43994140625,0.95556640625,0.84228515625,5.461155209938921
0.99462890625,0.86767578125,0.05029296875,0.62255859375,0.96044921875,0.38623046875,0.38525390625,0.93994140625,0.45556640625,0.34228515625,5.389850354379986
0.74462890625,0.11767578125,0.80029296875,0.37255859375,0.71044921875,0.13623046875,0.63525390625,0.68994140625,0.20556640625,0.09228515625,4.190796874970469
0.24462890625,0.61767578125,0.30029296875,0.87255859375,0.21044921875,0.63623046875,0.13525390625,0.18994140625,0.70556640625,0.59228515625,4.216548290107612
0.18212890625,0.43017578125,0.86279296875,0.56005859375,0.52294921875,0.57373046875,0.94775390625,0.37744140625,0.89306640625,0.15478515625,5.045074342412697
0.68212890625,0.93017578125,0.36279296875,0.06005859375,0.02294921875,0.07373046875,0.44775390625,0.87744140625,0.39306640625,0.65478515625,4.137751879200435
0.93212890625,0.18017578125,0.61279296875,0.81005859375,0.27294921875,0.32373046875,0.69775390625,0.62744140625,0.14306640625,0.90478515625,5.02769837904081
0.43212890625,0.68017578125,0.11279296875,0.31005859375,0.77294921875,0.82373046875,0.19775390625,0.12744140625,0.64306640625,0.40478515625,4.214375971491497
0.30712890625,0.05517578125,0.48779296875,0.43505859375,0.89794921875,0.69873046875,0.57275390625,0.50244140625,0.01806640625,0.52978515625,4.219837076387757
0.80712890625,0.55517578125,0.98779296875,0.93505859375,0.39794921875,0.19873046875,0.07275390625,0.00244140625,0.51806640625,0.02978515625,4.073910777547483
0.55712890625,0.30517578125,0.23779296875,0.18505859375,0.14794921875,0.44873046875,0.82275390625,0.25244140625,0.76806640625,0.27978515625,3.7836923223098737
0.05712890625,0.80517578125,0.73779296875,0.68505859375,0.64794921875,0.94873046875,0.32275390625,0.75244140625,0.26806640625,0.77978515625,5.468250674912822
0.04150390625,0.00830078125,0.87841796875,0.85693359375,0.47607421875,0.83935546875,0.77587890625,0.89306640625,0.56494140625,0.32666015625,5.113456965997704
0.54150390625,0.50830078125,0.37841796875,0.35693359375,0.97607421875,0.33935546875,0.27587890625,0.39306640625,0.06494140625,0.82666015625,4.338140601526174
0.79150390625,0.25830078125,0.62841796875,0.60693359375,0.72607421875,0.08935546875,0.52587890625,0.14306640625,0.31494140625,0.57666015625,4.377782071844692
0.29150390625,0.75830078125,0.12841796875,0.10693359375,0.22607421875,0.58935546875,0.02587890625,0.64306640625,0.81494140625,0.07666015625,3.4196544385392964
0.41650390625,0.38330078125,0.25341796875,0.23193359375,0.10107421875,0.96435546875,0.65087890625,0.01806640625,0.43994140625,0.95166015625,4.045925224440328
0.91650390625,0.88330078125,0.75341796875,0.73193359375,0.60107421875,0.46435546875,0.15087890625,0.51806640625,0.93994140625,0.45166015625,5.821628467211301
0.66650390625,0.13330078125,0.00341796875,0.48193359375,0.85107421875,0.21435546875,0.90087890625,0.76806640625,0.68994140625,0.20166015625,4.498173079421954
0.16650390625,0.63330078125,0.50341796875,0.98193359375,0.35107421875,0.71435546875,0.40087890625,0.26806640625,0.18994140625,0.70166015625,4.559959774083478
