dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,sum_sines
0.03076171875,0.47607421875,0.05126953125,0.87939453125,0.93408203125,0.69384765625,0.79052734375,0.98388671875,4.297584390512302
0.53076171875,0.97607421875,0.55126953125,0.37939453125,0.43408203125,0.19384765625,0.29052734375,0.48388671875,3.5935162124672138
0.78076171875,0.22607421875,0.30126953125,0.62939453125,0.18408203125,0.44384765625,0.54052734375,0.23388671875,3.172172334178806
0.28076171875,0.72607421875,0.80126953125,0.12939453125,0.68408203125,0.94384765625,0.04052734375,0.73388671875,3.9403608926909204
0.40576171875,0.10107421875,0.67626953125,0.00439453125,0.55908203125,0.56884765625,0.66552734375,0.10888671875,2.921118871106973
0.90576171875,0.60107421875,0.17626953125,0.50439453125,0.05908203125,0.06884765625,0.16552734375,0.60888671875,2.8756278069591086
0.65576171875,0.35107421875,0.92626953125,0.25439453125,0.30908203125,0.31884765625,0.91552734375,0.85888671875,4.172370082015385
0.15576171875,0.85107421875,0.42626953125,0.75439453125,0.80908203125,0.81884765625,0.41552734375,0.35888671875,4.214363894227988
0.21826171875,0.16357421875,0.98876953125,0.56689453125,0.49658203125,0.88134765625,0.72802734375,0.04638671875,3.7115322960067925
0.71826171875,0.66357421875,0.48876953125,0.06689453125,0.99658203125,0.38134765625,0.22802734375,0.54638671875,3.767848636589208
0.96826171875,0.41357421875,0.73876953125,0.81689453125,0.74658203125,0.13134765625,0.97802734375,0.79638671875,4.982524173422252
0.46826171875,0.91357421875,0.23876953125,0.31689453125,0.24658203125,0.63134765625,0.47802734375,0.29638671875,3.37757153433105
0.34326171875,0.28857421875,0.36376953125,0.44189453125,0.12158203125,0.75634765625,0.85302734375,0.92138671875,3.7618665255722936
0.84326171875,0.78857421875,0.86376953125,0.94189453125,0.62158203125,0.25634765625,0.35302734375,0.42138671875,4.615773395722275
0.59326171875,0.03857421875,0.11376953125,0.19189453125,0.87158203125,0.00634765625,0.60302734375,0.17138671875,2.4112593609747286
0.09326171875,0.53857421875,0.61376953125,0.69189453125,0.37158203125,0.50634765625,0.10302734375,0.67138671875,3.3929832966333566
0.12451171875,0.00732421875,0.45751953125,0.28564453125,0.65283203125,0.28759765625,0.25927734375,0.14013671875,2.142162930833866
0.62451171875,0.50732421875,0.95751953125,0.78564453125,0.15283203125,0.78759765625,0.75927734375,0.64013671875,4.742189534292677
0.87451171875,0.25732421875,0.20751953125,0.03564453125,0.40283203125,0.53759765625,0.00927734375,0.89013671875,2.9539287331901543
0.37451171875,0.75732421875,0.70751953125,0.53564453125,0.90283203125,0.03759765625,0.50927734375,0.39013671875,3.903677965787822
0.49951171875,0.38232421875,0.83251953125,0.66064453125,0.77783203125,0.41259765625,0.13427734375,0.76513671875,4.134566844550794
0.99951171875,0.88232421875,0.33251953125,0.16064453125,0.27783203125,0.91259765625,0.63427734375,0.26513671875,4.019808411002709
0.74951171875,0.13232421875,0.58251953125,0.91064453125,0.02783203125,0.66259765625,0.38427734375,0.01513671875,3.1862694191658623
0.24951171875,0.63232421875,0.08251953125,0.41064453125,0.52783203125,0.16259765625,0.88427734375,0.51513671875,3.2512330180052285
0.18701171875,0.31982421875,0.52001953125,0.22314453125,0.21533203125,0.10009765625,0.19677734375,0.82763671875,2.4639642810581472
0.68701171875,0.81982421875,0.02001953125,0.72314453125,0.71533203125,0.60009765625,0.69677734375,0.32763671875,4.231166268212448
0.93701171875,0.06982421875,0.77001953125,0.47314453125,0.96533203125,0.85009765625,0.44677734375,0.07763671875,4.110599394083287
0.43701171875,0.56982421875,0.27001953125,0.97314453125,0.46533203125,0.35009765625,0.94677734375,0.57763671875,4.2054188854726515
0.31201171875,0.19482421875,0.14501953125,0.84814453125,0.34033203125,0.22509765625,0.32177734375,0.20263671875,2.4696418490192893
0.81201171875,0.69482421875,0.64501953125,0.34814453125,0.84033203125,0.72509765625,0.82177734375,0.70263671875,5.094954059951423
0.56201171875,0.44482421875,0.39501953125,0.59814453125,0.59033203125,0.97509765625,0.07177734375,0.95263671875,4.182180819845371
0.06201171875,0.94482421875,0.89501953125,0.09814453125,0.09033203125,0.47509765625,0.57177734375,0.45263671875,3.2766745959098325
0.04638671875,0.24169921875,0.72314453125,0.42626953125,0.79345703125,0.36572265625,0.02490234375,0.34326171875,2.7928119824536
0.54638671875,0.74169921875,0.22314453125,0.92626953125,0.29345703125,0.86572265625,0.52490234375,0.84326171875,4.514598342836968
0.79638671875,0.49169921875,0.97314453125,0.17626953125,0.04345703125,0.61572265625,0.27490234375,0.59326171875,3.6404891476526453
0.29638671875,0.99169921875,0.47314453125,0.67626953125,0.54345703125,0.11572265625,0.77490234375,0.09326171875,3.635934519621682
0.42138671875,0.36669921875,0.09814453125,0.55126953125,0.66845703125,0.49072265625,0.39990234375,0.71826171875,3.527762922092736
0.92138671875,0.86669921875,0.59814453125,0.05126953125,0.16845703125,0.99072265625,0.89990234375,0.21826171875,4.176877301928942
0.67138671875,0.11669921875,0.34814453125,0.80126953125,0.41845703125,0.74072265625,0.14990234375,0.46826171875,3.479750964328454
0.17138671875,0.61669921875,0.84814453125,0.30126953125,0.91845703125,0.24072265625,0.64990234375,0.96826171875,4.257762710320116
0.23388671875,0.42919921875,0.28564453125,0.11376953125,0.35595703125,0.05322265625,0.46240234375,0.65576171875,2.500750822773613
0.73388671875,0.92919921875,0.78564453125,0.61376953125,0.85595703125,0.55322265625,0.96240234375,0.15576171875,5.010465995476938
0.98388671875,0.17919921875,0.03564453125,0.36376953125,0.60595703125,0.80322265625,0.21240234375,0.40576171875,3.2970085429226117
0.48388671875,0.67919921875,0.53564453125,0.86376953125,0.10595703125,0.30322265625,0.71240234375,0.90576171875,4.208990728016566
0.35888671875,0.05419921875,0.91064453125,0.98876953125,0.23095703125,0.17822265625,0.08740234375,0.28076171875,2.8012227796380342
0.85888671875,0.55419921875,0.41064453125,0.48876953125,0.73095703125,0.67822265625,0.58740234375,0.78076171875,4.705132384871957
0.60888671875,0.30419921875,0.66064453125,0.73876953125,0.98095703125,0.92822265625,0.33740234375,0.53076171875,4.627302125830385
0.10888671875,0.80419921875,0.16064453125,0.23876953125,0.48095703125,0.42822265625,0.83740234375,0.03076171875,2.8769548639394236
0.07763671875,0.27294921875,0.75439453125,0.77001953125,0.51220703125,0.64697265625,0.55615234375,0.56201171875,3.8818159877378227
0.57763671875,0.77294921875,0.25439453125,0.27001953125,0.01220703125,0.14697265625,0.05615234375,0.06201171875,2.039450480780115
0.82763671875,0.02294921875,0.50439453125,0.52001953125,0.26220703125,0.39697265625,0.80615234375,0.31201171875,3.4138998258188433
0.32763671875,0.52294921875,0.00439453125,0.02001953125,0.76220703125,0.89697265625,0.30615234375,0.81201171875,3.3446823519329363
0.45263671875,0.14794921875,0.37939453125,0.14501953125,0.88720703125,0.52197265625,0.93115234375,0.43701171875,3.5990622949606745
0.95263671875,0.64794921875,0.87939453125,0.64501953125,0.38720703125,0.02197265625,0.43115234375,0.93701171875,4.413350552098042
0.70263671875,0.39794921875,0.12939453125,0.39501953125,0.13720703125,0.27197265625,0.68115234375,0.68701171875,3.21694804230584
0.20263671875,0.89794921875,0.62939453125,0.89501953125,0.63720703125,0.77197265625,0.18115234375,0.18701171875,4.010769679664575
0.14013671875,0.08544921875,0.19189453125,0.70751953125,0.07470703125,0.95947265625,0.99365234375,0.49951171875,3.276241380452592
0.64013671875,0.58544921875,0.69189453125,0.20751953125,0.57470703125,0.45947265625,0.49365234375,0.99951171875,4.296026235359913
0.89013671875,0.33544921875,0.44189453125,0.95751953125,0.82470703125,0.20947265625,0.74365234375,0.74951171875,4.652325432612331
0.39013671875,0.83544921875,0.94189453125,0.45751953125,0.32470703125,0.70947265625,0.24365234375,0.24951171875,3.830955366523981
0.26513671875,0.46044921875,0.56689453125,0.33251953125,0.44970703125,0.83447265625,0.61865234375,0.62451171875,3.9101155418374174
0.76513671875,0.96044921875,0.06689453125,0.83251953125,0.94970703125,0.33447265625,0.11865234375,0.12451171875,3.702639320892919
0.51513671875,0.21044921875,0.81689453125,0.08251953125,0.69970703125,0.08447265625,0.86865234375,0.37451171875,3.3706458506215418
0.01513671875,0.71044921875,0.31689453125,0.58251953125,0.19970703125,0.58447265625,0.36865234375,0.87451171875,3.4067883501588696
0.01123046875,0.29248046875,0.57861328125,0.02392578125,0.68017578125,0.43212890625,0.73974609375,0.94873046875,3.4048568689769105
0.51123046875,0.79248046875,0.07861328125,0.52392578125,0.18017578125,0.93212890625,0.23974609375,0.44873046875,3.433534611887174
0.76123046875,0.04248046875,0.82861328125,0.27392578125,0.43017578125,0.68212890625,0.98974609375,0.19873046875,3.820577363129848
0.26123046875,0.54248046875,0.32861328125,0.77392578125,0.93017578125,0.18212890625,0.48974609375,0.69873046875,3.892707161030077
0.38623046875,0.16748046875,0.20361328125,0.89892578125,0.80517578125,0.30712890625,0.86474609375,0.07373046875,3.386135688767451
0.88623046875,0.66748046875,0.70361328125,0.39892578125,0.30517578125,0.80712890625,0.36474609375,0.57373046875,4.3513550527164915
0.63623046875,0.41748046875,0.45361328125,0.64892578125,0.05517578125,0.55712890625,0.61474609375,0.82373046875,3.9365095443671985
0.13623046875,0.91748046875,0.95361328125,0.14892578125,0.55517578125,0.05712890625,0.11474609375,0.32373046875,2.910560497233962
0.19873046875,0.10498046875,0.39111328125,0.46142578125,0.24267578125,0.24462890625,0.80224609375,0.01123046875,2.3413023222286897
0.69873046875,0.60498046875,0.89111328125,0.96142578125,0.74267578125,0.74462890625,0.30224609375,0.51123046875,4.950649066400366
0.94873046875,0.35498046875,0.14111328125,0.21142578125,0.99267578125,0.99462890625,0.55224609375,0.76123046875,4.401209573943829
0.44873046875,0.85498046875,0.64111328125,0.71142578125,0.49267578125,0.49462890625,0.05224609375,0.26123046875,3.697564528546037
0.32373046875,0.47998046875,0.76611328125,0.58642578125,0.36767578125,0.11962890625,0.67724609375,0.88623046875,3.906728712836167
0.82373046875,0.97998046875,0.26611328125,0.08642578125,0.86767578125,0.61962890625,0.17724609375,0.38623046875,3.810053971646221
0.57373046875,0.22998046875,0.51611328125,0.83642578125,0.61767578125,0.86962890625,0.92724609375,0.13623046875,4.285495174120813
0.07373046875,0.72998046875,0.01611328125,0.33642578125,0.11767578125,0.36962890625,0.42724609375,0.63623046875,2.573954214082505
0.10498046875,0.19873046875,0.92236328125,0.68017578125,0.89892578125,0.58837890625,0.20849609375,0.16748046875,3.4395328817562545
0.60498046875,0.69873046875,0.42236328125,0.18017578125,0.39892578125,0.08837890625,0.70849609375,0.66748046875,3.5475061791719327
0.85498046875,0.44873046875,0.67236328125,0.93017578125,0.14892578125,0.33837890625,0.45849609375,0.91748046875,4.3299487871191795
0.35498046875,0.94873046875,0.17236328125,0.43017578125,0.64892578125,0.83837890625,0.95849609375,0.41748046875,4.320467837811711
0.47998046875,0.32373046875,0.29736328125,0.30517578125,0.52392578125,0.71337890625,0.33349609375,0.79248046875,3.5674494686236473
0.97998046875,0.82373046875,0.79736328125,0.80517578125,0.02392578125,0.21337890625,0.83349609375,0.29248046875,4.264942679239594
0.72998046875,0.07373046875,0.04736328125,0.05517578125,0.27392578125,0.46337890625,0.08349609375,0.04248046875,1.6863651037884888
0.22998046875,0.57373046875,0.54736328125,0.55517578125,0.77392578125,0.96337890625,0.58349609375,0.54248046875,4.405537561005859
0.16748046875,0.38623046875,0.10986328125,0.86767578125,0.46142578125,0.77587890625,0.27099609375,0.85498046875,3.5836867689545535
0.66748046875,0.88623046875,0.60986328125,0.36767578125,0.96142578125,0.27587890625,0.77099609375,0.35498046875,4.462728931069528
0.91748046875,0.13623046875,0.35986328125,0.61767578125,0.71142578125,0.02587890625,0.02099609375,0.10498046875,2.665743112434358
0.41748046875,0.63623046875,0.85986328125,0.11767578125,0.21142578125,0.52587890625,0.52099609375,0.60498046875,3.653101850063696
0.29248046875,0.01123046875,0.73486328125,0.24267578125,0.08642578125,0.90087890625,0.14599609375,0.22998046875,2.4539727358759973
0.79248046875,0.51123046875,0.23486328125,0.74267578125,0.58642578125,0.40087890625,0.64599609375,0.72998046875,4.322783640505631
0.54248046875,0.26123046875,0.98486328125,0.49267578125,0.83642578125,0.15087890625,0.39599609375,0.97998046875,4.189486725248688
0.04248046875,0.76123046875,0.48486328125,0.99267578125,0.33642578125,0.65087890625,0.89599609375,0.47998046875,4.214453899522974
0.05810546875,0.05810546875,0.12548828125,0.53955078125,0.53955078125,0.51025390625,0.44287109375,0.37060546875,2.5479200476668646
0.55810546875,0.55810546875,0.62548828125,0.03955078125,0.03955078125,0.01025390625,0.94287109375,0.87060546875,3.30795536354447
0.80810546875,0.30810546875,0.37548828125,0.78955078125,0.28955078125,0.26025390625,0.19287109375,0.62060546875,3.4190503405337846
0.30810546875,0.80810546875,0.87548828125,0.28955078125,0.78955078125,0.76025390625,0.69287109375,0.12060546875,4.237816254672513
0.43310546875,0.43310546875,0.50048828125,0.41455078125,0.91455078125,0.63525390625,0.06787109375,0.74560546875,3.85392213814678
0.93310546875,0.93310546875,0.00048828125,0.91455078125,0.41455078125,0.13525390625,0.56787109375,0.24560546875,3.7183249854307814
0.68310546875,0.18310546875,0.75048828125,0.16455078125,0.16455078125,0.38525390625,0.31787109375,0.49560546875,2.986806877671322
0.18310546875,0.68310546875,0.25048828125,0.66455078125,0.66455078125,0.88525390625,0.81787109375,0.99560546875,4.637432933107296
0.24560546875,0.37060546875,0.81298828125,0.97705078125,0.10205078125,0.82275390625,0.00537109375,0.68310546875,3.6319902143492806
0.74560546875,0.87060546875,0.31298828125,0.47705078125,0.60205078125,0.32275390625,0.50537109375,0.18310546875,3.75992983520907
0.99560546875,0.12060546875,0.56298828125,0.72705078125,0.85205078125,0.07275390625,0.25537109375,0.43310546875,3.6554045900575662
0.49560546875,0.62060546875,0.06298828125,0.22705078125,0.35205078125,0.57275390625,0.75537109375,0.93310546875,3.7209473636268715
0.37060546875,0.24560546875,0.43798828125,0.10205078125,0.47705078125,0.94775390625,0.38037109375,0.30810546875,3.077102866735382
0.87060546875,0.74560546875,0.93798828125,0.60205078125,0.97705078125,0.44775390625,0.88037109375,0.80810546875,5.571587622668735
0.62060546875,0.49560546875,0.18798828125,0.35205078125,0.72705078125,0.19775390625,0.13037109375,0.55810546875,3.109517476717476
0.12060546875,0.99560546875,0.68798828125,0.85205078125,0.22705078125,0.69775390625,0.63037109375,0.05810546875,3.8621389490541835
0.08935546875,0.46435546875,0.34423828125,0.13330078125,0.75830078125,0.47900390625,0.97412109375,0.52685546875,3.4860796137278554
0.58935546875,0.96435546875,0.84423828125,0.63330078125,0.25830078125,0.97900390625,0.47412109375,0.02685546875,4.285570155217791
0.83935546875,0.21435546875,0.09423828125,0.38330078125,0.00830078125,0.72900390625,0.72412109375,0.27685546875,3.0352503468781036
0.33935546875,0.71435546875,0.59423828125,0.88330078125,0.50830078125,0.22900390625,0.22412109375,0.77685546875,3.9577166221487152
0.46435546875,0.08935546875,0.96923828125,0.75830078125,0.63330078125,0.35400390625,0.59912109375,0.40185546875,3.9427352998701894
0.96435546875,0.58935546875,0.46923828125,0.25830078125,0.13330078125,0.85400390625,0.09912109375,0.90185546875,3.8554132296052908
0.71435546875,0.33935546875,0.71923828125,0.50830078125,0.38330078125,0.60400390625,0.84912109375,0.65185546875,4.432804153195658
0.21435546875,0.83935546875,0.21923828125,0.00830078125,0.88330078125,0.10400390625,0.34912109375,0.15185546875,2.552716188012626
0.15185546875,0.15185546875,0.65673828125,0.32080078125,0.32080078125,0.16650390625,0.53662109375,0.46435546875,2.6685522407167457
0.65185546875,0.65185546875,0.15673828125,0.82080078125,0.82080078125,0.66650390625,0.03662109375,0.96435546875,4.309342592086477
0.90185546875,0.40185546875,0.90673828125,0.07080078125,0.57080078125,0.91650390625,0.78662109375,0.71435546875,4.730731337991546
0.40185546875,0.90185546875,0.40673828125,0.57080078125,0.07080078125,0.41650390625,0.28662109375,0.21435546875,3.0822653291451187
0.27685546875,0.27685546875,0.03173828125,0.69580078125,0.19580078125,0.04150390625,0.91162109375,0.58935546875,2.801764717419349
0.77685546875,0.77685546875,0.53173828125,0.19580078125,0.69580078125,0.54150390625,0.41162109375,0.08935546875,3.7494231180484077
0.52685546875,0.02685546875,0.28173828125,0.94580078125,0.94580078125,0.79150390625,0.66162109375,0.33935546875,4.088314301103489
0.02685546875,0.52685546875,0.78173828125,0.44580078125,0.44580078125,0.29150390625,0.16162109375,0.83935546875,3.289069318186729
0.01904296875,0.17529296875,0.27392578125,0.81298828125,0.03173828125,0.11181640625,0.09130859375,0.76904296875,2.1202418462938812
0.51904296875,0.67529296875,0.77392578125,0.31298828125,0.53173828125,0.61181640625,0.59130859375,0.26904296875,4.032671302896312
0.76904296875,0.42529296875,0.02392578125,0.56298828125,0.78173828125,0.86181640625,0.34130859375,0.01904296875,3.4829775187828123
0.26904296875,0.92529296875,0.52392578125,0.06298828125,0.28173828125,0.36181640625,0.84130859375,0.51904296875,3.5014005452689956
0.39404296875,0.30029296875,0.89892578125,0.18798828125,0.40673828125,0.23681640625,0.46630859375,0.14404296875,2.872628810799856
0.89404296875,0.80029296875,0.39892578125,0.68798828125,0.90673828125,0.73681640625,0.96630859375,0.64404296875,5.403241258081538
0.64404296875,0.05029296875,0.64892578125,0.43798828125,0.65673828125,0.98681640625,0.21630859375,0.89404296875,4.118202151997448
0.14404296875,0.55029296875,0.14892578125,0.93798828125,0.15673828125,0.48681640625,0.71630859375,0.39404296875,3.2856696818715525
0.20654296875,0.48779296875,0.71142578125,0.62548828125,0.59423828125,0.29931640625,0.40380859375,0.20654296875,3.364908417816424
0.70654296875,0.98779296875,0.21142578125,0.12548828125,0.09423828125,0.79931640625,0.90380859375,0.70654296875,4.064909903015052
0.95654296875,0.23779296875,0.96142578125,0.87548828125,0.34423828125,0.54931640625,0.15380859375,0.95654296875,4.47061806183167
0.45654296875,0.73779296875,0.46142578125,0.37548828125,0.84423828125,0.04931640625,0.65380859375,0.45654296875,3.7712797760054504
0.33154296875,0.11279296875,0.08642578125,0.25048828125,0.96923828125,0.42431640625,0.02880859375,0.83154296875,2.7761807679054606
0.83154296875,0.61279296875,0.58642578125,0.75048828125,0.46923828125,0.92431640625,0.52880859375,0.33154296875,4.629933319783937
0.58154296875,0.36279296875,0.33642578125,0.00048828125,0.21923828125,0.67431640625,0.27880859375,0.08154296875,2.4333171072990747
0.08154296875,0.86279296875,0.83642578125,0.50048828125,0.71923828125,0.17431640625,0.77880859375,0.58154296875,4.1472137866513314
0.11279296875,0.33154296875,0.24267578125,0.46923828125,0.25048828125,0.89306640625,0.62255859375,0.11279296875,2.8531089570976715
0.61279296875,0.83154296875,0.74267578125,0.96923828125,0.75048828125,0.39306640625,0.12255859375,0.61279296875,4.577267828647222
0.86279296875,0.08154296875,0.49267578125,0.21923828125,0.50048828125,0.14306640625,0.87255859375,0.86279296875,3.6796567766410244
0.36279296875,0.58154296875,0.99267578125,0.71923828125,0.00048828125,0.64306640625,0.37255859375,0.36279296875,3.7195306219697692
0.48779296875,0.20654296875,0.61767578125,0.59423828125,0.12548828125,0.76806640625,0.99755859375,0.98779296875,4.307642051126013
0.98779296875,0.70654296875,0.11767578125,0.09423828125,0.62548828125,0.26806640625,0.49755859375,0.48779296875,3.4918439697985555
0.73779296875,0.45654296875,0.86767578125,0.84423828125,0.87548828125,0.01806640625,0.74755859375,0.23779296875,4.325128178511805
0.23779296875,0.95654296875,0.36767578125,0.34423828125,0.37548828125,0.51806640625,0.24755859375,0.73779296875,3.5293117435941834
0.17529296875,0.01904296875,0.80517578125,0.03173828125,0.81298828125,0.70556640625,0.93505859375,0.92529296875,3.924364241167539
0.67529296875,0.51904296875,0.30517578125,0.53173828125,0.31298828125,0.20556640625,0.43505859375,0.42529296875,3.274744601675166
0.92529296875,0.26904296875,0.55517578125,0.28173828125,0.06298828125,0.45556640625,0.68505859375,0.17529296875,3.1797571799146103
0.42529296875,0.76904296875,0.05517578125,0.78173828125,0.56298828125,0.95556640625,0.18505859375,0.67529296875,4.027184009758262
0.30029296875,0.39404296875,0.43017578125,0.90673828125,0.68798828125,0.58056640625,0.56005859375,0.05029296875,3.649242608827815
0.80029296875,0.89404296875,0.93017578125,0.40673828125,0.18798828125,0.08056640625,0.06005859375,0.55029296875,3.5448328334420576
0.55029296875,0.14404296875,0.18017578125,0.65673828125,0.43798828125,0.33056640625,0.81005859375,0.80029296875,3.6468067857689044
0.05029296875,0.64404296875,0.68017578125,0.15673828125,0.93798828125,0.83056640625,0.31005859375,0.30029296875,3.581330174184499
0.03466796875,0.40966796875,0.94580078125,0.35986328125,0.17236328125,0.93994140625,0.85693359375,0.40966796875,3.729255606734987
0.53466796875,0.90966796875,0.44580078125,0.85986328125,0.67236328125,0.43994140625,0.35693359375,0.90966796875,4.675214928838026
0.78466796875,0.15966796875,0.69580078125,0.10986328125,0.92236328125,0.18994140625,0.60693359375,0.65966796875,3.785261747911826
0.28466796875,0.65966796875,0.19580078125,0.60986328125,0.42236328125,0.68994140625,0.10693359375,0.15966796875,2.9731302981478955
0.40966796875,0.03466796875,0.32080078125,0.73486328125,0.29736328125,0.81494140625,0.73193359375,0.53466796875,3.6173284005437427
0.90966796875,0.53466796875,0.82080078125,0.23486328125,0.79736328125,0.31494140625,0.23193359375,0.03466796875,3.553055352197935
0.65966796875,0.28466796875,0.07080078125,0.98486328125,0.54736328125,0.06494140625,0.98193359375,0.28466796875,3.4953764417400985
0.15966796875,0.78466796875,0.57080078125,0.48486328125,0.04736328125,0.56494140625,0.48193359375,0.78466796875,3.6247697009922066
0.22216796875,0.22216796875,0.00830078125,0.17236328125,0.73486328125,0.62744140625,0.66943359375,0.59716796875,3.060907328642006
0.72216796875,0.72216796875,0.50830078125,0.67236328125,0.23486328125,0.12744140625,0.16943359375,0.09716796875,3.0570021832565573
0.97216796875,0.47216796875,0.25830078125,0.42236328125,0.48486328125,0.37744140625,0.91943359375,0.34716796875,3.916407750204571
0.47216796875,0.97216796875,0.75830078125,0.92236328125,0.98486328125,0.87744140625,0.41943359375,0.84716796875,5.524601507084119
0.34716796875,0.34716796875,0.63330078125,0.79736328125,0.85986328125,0.50244140625,0.79443359375,0.47216796875,4.395402406717545
0.84716796875,0.84716796875,0.13330078125,0.29736328125,0.35986328125,0.00244140625,0.29443359375,0.97216796875,3.3956180615383236
0.59716796875,0.09716796875,0.88330078125,0.54736328125,0.10986328125,0.25244140625,0.54443359375,0.72216796875,3.4909510994635244
0.09716796875,0.59716796875,0.38330078125,0.04736328125,0.60986328125,0.75244140625,0.04443359375,0.22216796875,2.6015895780256124
0.06591796875,0.06591796875,0.53955078125,0.95361328125,0.39111328125,0.03369140625,0.32568359375,0.69091796875,2.833107407923764
0.56591796875,0.56591796875,0.03955078125,0.45361328125,0.89111328125,0.53369140625,0.82568359375,0.19091796875,3.7613970913794565
0.81591796875,0.31591796875,0.78955078125,0.70361328125,0.64111328125,0.78369140625,0.07568359375,0.44091796875,4.202426228169617
0.31591796875,0.81591796875,0.28955078125,0.20361328125,0.14111328125,0.28369140625,0.57568359375,0.94091796875,3.299829374884588
0.44091796875,0.44091796875,0.16455078125,0.07861328125,0.01611328125,0.15869140625,0.20068359375,0.31591796875,1.7800483380043162
0.94091796875,0.94091796875,0.66455078125,0.57861328125,0.51611328125,0.65869140625,0.70068359375,0.81591796875,5.258448626875676
0.69091796875,0.19091796875,0.41455078125,0.32861328125,0.76611328125,0.90869140625,0.45068359375,0.56591796875,4.006326242522855
0.19091796875,0.69091796875,0.91455078125,0.82861328125,0.26611328125,0.40869140625,0.95068359375,0.06591796875,3.8963640993811035
0.12841796875,0.25341796875,0.47705078125,0.51611328125,0.95361328125,0.34619140625,0.13818359375,0.25341796875,2.874732258396784
0.62841796875,0.75341796875,0.97705078125,0.01611328125,0.45361328125,0.84619140625,0.63818359375,0.75341796875,4.58381572285388
0.87841796875,0.00341796875,0.22705078125,0.76611328125,0.20361328125,0.59619140625,0.38818359375,0.50341796875,3.316226896117822
0.37841796875,0.50341796875,0.72705078125,0.26611328125,0.70361328125,0.09619140625,0.88818359375,0.00341796875,3.3018910534509405
0.25341796875,0.12841796875,0.85205078125,0.39111328125,0.57861328125,0.47119140625,0.26318359375,0.62841796875,3.361462876808016
0.75341796875,0.62841796875,0.35205078125,0.89111328125,0.07861328125,0.97119140625,0.76318359375,0.12841796875,4.117978666737124
0.50341796875,0.37841796875,0.60205078125,0.14111328125,0.32861328125,0.72119140625,0.01318359375,0.37841796875,2.924497169613744
0.00341796875,0.87841796875,0.10205078125,0.64111328125,0.82861328125,0.22119140625,0.51318359375,0.87841796875,3.6901797656157056
0.00244140625,0.12548828125,0.52685546875,0.50537109375,0.98388671875,0.28466796875,0.62744140625,0.49462890625,3.289825860673684
0.50244140625,0.62548828125,0.02685546875,0.00537109375,0.48388671875,0.78466796875,0.12744140625,0.99462890625,3.236750142836351
0.75244140625,0.37548828125,0.77685546875,0.75537109375,0.23388671875,0.53466796875,0.87744140625,0.74462890625,4.624869904847671
0.25244140625,0.87548828125,0.27685546875,0.25537109375,0.73388671875,0.03466796875,0.37744140625,0.24462890625,2.8587232066638393
0.37744140625,0.25048828125,0.15185546875,0.38037109375,0.60888671875,0.40966796875,0.75244140625,0.61962890625,3.3733733590848516
0.87744140625,0.75048828125,0.65185546875,0.88037109375,0.10888671875,0.90966796875,0.25244140625,0.11962890625,4.095823932197036
0.62744140625,0.00048828125,0.40185546875,0.13037109375,0.35888671875,0.65966796875,0.50244140625,0.36962890625,2.915615150222418
0.12744140625,0.50048828125,0.90185546875,0.63037109375,0.85888671875,0.15966796875,0.00244140625,0.86962890625,3.663511366978093
0.18994140625,0.43798828125,0.46435546875,0.94287109375,0.42138671875,0.09716796875,0.81494140625,0.55712890625,3.6324928407907873
0.68994140625,0.93798828125,0.96435546875,0.44287109375,0.92138671875,0.59716796875,0.31494140625,0.05712890625,4.418681430742565
0.93994140625,0.18798828125,0.21435546875,0.69287109375,0.67138671875,0.84716796875,0.56494140625,0.30712890625,4.055043209578846
0.43994140625,0.68798828125,0.71435546875,0.19287109375,0.17138671875,0.34716796875,0.06494140625,0.80712890625,3.2056643188205953
0.31494140625,0.06298828125,0.83935546875,0.06787109375,0.04638671875,0.22216796875,0.68994140625,0.43212890625,2.50675101990855
0.81494140625,0.56298828125,0.33935546875,0.56787109375,0.54638671875,0.72216796875,0.18994140625,0.93212890625,4.304427592159742
0.56494140625,0.31298828125,0.58935546875,0.31787109375,0.79638671875,0.97216796875,0.93994140625,0.68212890625,4.6905536546521915
0.06494140625,0.81298828125,0.08935546875,0.81787109375,0.29638671875,0.47216796875,0.43994140625,0.18212890625,2.9640631443010603
0.09619140625,0.34423828125,0.99560546875,0.16162109375,0.70263671875,0.69091796875,0.15869140625,0.65087890625,3.480918814894104
0.59619140625,0.84423828125,0.49560546875,0.66162109375,0.20263671875,0.19091796875,0.65869140625,0.15087890625,3.55232411314652
0.84619140625,0.09423828125,0.74560546875,0.41162109375,0.45263671875,0.44091796875,0.40869140625,0.40087890625,3.5731171440363565
0.34619140625,0.59423828125,0.24560546875,0.91162109375,0.95263671875,0.94091796875,0.90869140625,0.90087890625,5.12845516644583
0.47119140625,0.21923828125,0.37060546875,0.78662109375,0.82763671875,0.56591796875,0.28369140625,0.27587890625,3.566404643550297
0.97119140625,0.71923828125,0.87060546875,0.28662109375,0.32763671875,0.06591796875,0.78369140625,0.77587890625,4.325721656694107
0.72119140625,0.46923828125,0.12060546875,0.53662109375,0.07763671875,0.31591796875,0.03369140625,0.52587890625,2.6679414589654944
0.22119140625,0.96923828125,0.62060546875,0.03662109375,0.57763671875,0.81591796875,0.53369140625,0.02587890625,3.4709791621103485
